Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2023-03-16,YouTube,#Viral,Tweet,UK,4604015,496554,67838,8078,12.434147151996681,Excellent
2022-03-11,Twitter,#Fashion,Live Stream,Germany,279023,186319,64408,2331,90.69431552237629,Excellent
2022-02-13,TikTok,#Viral,Video,UK,4887642,267244,25145,15083,6.290804441078131,Excellent
2022-10-22,TikTok,#Viral,Post,UK,2513082,208085,65223,2112,10.959451382804062,Excellent
2023-10-06,Twitter,#Fitness,Video,Germany,2832427,190157,12005,1268,7.182179805516611,Excellent
2022-05-12,YouTube,#Tech,Shorts,UK,780047,177389,26953,373,26.2439314554123,Excellent
2022-12-15,YouTube,#Education,Video,UK,2810890,230790,78827,2669,11.109862001003242,Excellent
2023-04-30,Twitter,#Fitness,Shorts,Japan,3868670,289592,51598,34304,9.706023000152507,Excellent
2022-05-16,TikTok,#Music,Tweet,UK,4875320,392724,47050,31603,9.668637135613663,Excellent
2023-05-18,Twitter,#Gaming,Shorts,Japan,4890733,191195,76245,46882,6.42688938447468,Excellent
2022-05-02,YouTube,#Fitness,Video,Canada,2980877,460881,87021,98,18.38385146384772,Excellent
2022-10-01,TikTok,#Challenge,Shorts,India,2429444,73347,34856,10627,4.89124260530393,High
2022-12-02,Instagram,#Viral,Shorts,Brazil,2561592,417783,857,23063,17.24330026015072,Excellent
2023-10-29,Twitter,#Gaming,Post,USA,2139489,253501,29122,42801,15.210360978719685,Excellent
2022-07-03,Twitter,#Viral,Reel,Canada,3304797,79964,91333,16151,5.671997402563607,High
2023-01-01,YouTube,#Challenge,Live Stream,India,831664,281099,74034,35394,46.957304873121835,Excellent
2022-03-31,TikTok,#Comedy,Reel,Canada,1896555,325635,90256,42579,24.173830972473777,Excellent
2023-04-08,YouTube,#Music,Reel,Canada,2926180,224208,89599,29486,11.731779999863303,Excellent
2022-05-15,Instagram,#Fitness,Tweet,Germany,3337724,191570,71507,21918,8.538602952191374,Excellent
2023-01-29,Instagram,#Viral,Tweet,Canada,1767518,159813,39987,10720,11.910486908761325,Excellent
2022-08-15,YouTube,#Music,Live Stream,Brazil,1296974,92749,71374,20625,14.244541525119239,Excellent
2023-11-19,Twitter,#Viral,Post,USA,3708594,356699,58539,21198,11.768233459904213,Excellent
2023-09-12,Twitter,#Education,Post,USA,2599117,475173,74585,31898,22.378984862936143,Excellent
2022-09-10,TikTok,#Challenge,Tweet,Australia,1823238,494324,85923,40077,34.02320486957819,Excellent
2022-08-26,TikTok,#Tech,Video,Germany,1600077,129716,2790,14896,9.212181663757432,Excellent
2022-09-15,Twitter,#Gaming,Tweet,Australia,4518205,36025,67055,4213,2.3746819810079445,Average
2023-06-06,TikTok,#Tech,Reel,UK,3675898,424882,5868,47233,13.003162764581608,Excellent
2022-06-14,YouTube,#Education,Post,Canada,1693131,46838,16010,46321,6.4477586199768355,Excellent
2023-07-02,Twitter,#Music,Tweet,Japan,440358,161015,16528,37265,48.78031056549444,Excellent
2022-04-08,Twitter,#Challenge,Reel,USA,4332749,174493,80245,4174,5.975698107598664,High
2022-12-22,Twitter,#Music,Post,Canada,1776924,72352,86364,20563,10.089289131105213,Excellent
2022-04-28,Instagram,#Viral,Live Stream,Canada,4388298,330555,48407,35648,9.448082149389126,Excellent
2022-06-07,TikTok,#Music,Post,Germany,2882534,185167,90764,24019,10.405774918873464,Excellent
2022-11-27,YouTube,#Music,Shorts,Australia,2412512,455400,49741,46703,22.874248915653062,Excellent
2023-11-13,YouTube,#Music,Live Stream,Brazil,1550445,472372,85121,11599,36.70507499459833,Excellent
2023-09-12,YouTube,#Comedy,Post,Japan,3985203,968,67956,3471,1.816595039198756,Average
2023-04-30,YouTube,#Music,Tweet,Japan,3906230,212115,8663,32728,6.489786827708557,Excellent
2023-06-27,Twitter,#Fashion,Reel,Australia,1945337,66807,22816,37103,6.51434687151892,Excellent
2022-08-02,TikTok,#Music,Post,Australia,2238529,13461,7839,12119,1.4929000249717561,Average
2022-01-14,YouTube,#Fashion,Shorts,Japan,1185769,77172,70940,21826,14.331459162788029,Excellent
2022-01-28,Twitter,#Fitness,Post,India,1671364,127067,2495,5413,8.075739336254701,Excellent
2022-05-31,Twitter,#Music,Video,India,722275,356481,92576,5159,62.88685057630404,Excellent
2023-05-10,TikTok,#Music,Post,Japan,3529332,98208,65819,48777,6.029582935241003,Excellent
2022-07-17,Twitter,#Fashion,Live Stream,Brazil,2061542,244871,89297,1231,16.269326552648455,Excellent
2023-03-06,YouTube,#Music,Shorts,USA,1158625,120211,76162,42534,20.619872693925988,Excellent
2022-06-22,Instagram,#Fitness,Video,India,819360,249139,23677,17298,35.407391134544035,Excellent
2022-09-26,YouTube,#Fashion,Video,Australia,4045897,414208,96075,26070,13.25671414769086,Excellent
2022-02-11,YouTube,#Comedy,Reel,Canada,491577,279007,74786,43588,80.83799689570505,Excellent
2023-11-21,Instagram,#Comedy,Live Stream,Canada,4239953,55663,86769,31454,4.101130366303589,High
2022-12-03,YouTube,#Viral,Tweet,India,1532152,114456,95705,32194,15.817947566559976,Excellent
2022-11-30,Instagram,#Music,Shorts,UK,818780,44981,24326,35705,12.825423190600649,Excellent
2023-08-27,YouTube,#Music,Shorts,UK,4756488,185347,55971,17036,5.43161256792827,High
2023-09-24,TikTok,#Viral,Video,Canada,1424172,220254,90996,21734,23.380883769657036,Excellent
2023-11-16,Twitter,#Gaming,Reel,Canada,2759298,242144,27139,7945,10.047048198491066,Excellent
2022-01-01,YouTube,#Comedy,Post,Canada,721858,449162,91563,10392,76.3470100767741,Excellent
2023-12-08,Twitter,#Comedy,Tweet,Japan,1202451,311058,69740,38106,34.837511050346336,Excellent
2022-08-14,TikTok,#Fashion,Post,Canada,3531840,194082,70643,39446,8.612253103198334,Excellent
2022-11-04,YouTube,#Comedy,Video,Brazil,2253765,438727,59697,16032,22.826514743107644,Excellent
2023-01-04,YouTube,#Dance,Video,Brazil,4489207,200223,76908,15045,6.508410059950455,Excellent
2022-09-09,Twitter,#Challenge,Reel,UK,1507283,378173,24558,9605,27.35624298821124,Excellent
2023-08-19,TikTok,#Viral,Video,Canada,4428383,105620,55893,8168,3.831669482969292,High
2023-07-22,YouTube,#Dance,Post,India,3762530,197063,39052,11363,6.577435927421177,Excellent
2022-08-15,TikTok,#Challenge,Tweet,India,3646904,398181,9171,20163,11.722683130677417,Excellent
2022-05-05,YouTube,#Music,Reel,Canada,4003544,494378,79405,21049,14.857636134384936,Excellent
2022-11-01,Twitter,#Gaming,Reel,Canada,3047152,462966,98217,28891,19.36477077612144,Excellent
2023-12-17,Instagram,#Fashion,Tweet,Australia,3233160,397430,48054,5915,13.961542268245308,Excellent
2023-09-28,Instagram,#Dance,Live Stream,Brazil,853710,449205,79352,18209,64.04587037752867,Excellent
2023-10-21,Instagram,#Fitness,Video,Brazil,1120916,125751,65533,15013,18.40432289306246,Excellent
2023-04-20,TikTok,#Gaming,Tweet,Australia,2067844,424988,14387,41987,23.27844847096783,Excellent
2023-07-19,YouTube,#Tech,Live Stream,Canada,3461714,492070,41239,14029,15.811184863914235,Excellent
2022-04-08,YouTube,#Fitness,Reel,Germany,1752782,343059,44339,20919,23.295367022253764,Excellent
2023-05-14,YouTube,#Fashion,Shorts,UK,1655182,353876,55327,12793,25.49544400555347,Excellent
2022-07-30,YouTube,#Fashion,Video,USA,4855651,304813,25847,27390,7.37388251338492,Excellent
2023-04-06,TikTok,#Challenge,Tweet,Japan,1839502,136831,56756,37198,12.546058661529043,Excellent
2022-03-30,Instagram,#Gaming,Post,India,3428164,338911,99243,18226,13.312665321729064,Excellent
2022-08-19,Twitter,#Comedy,Shorts,USA,2051301,418379,78834,35131,25.951530272739102,Excellent
2022-04-12,Instagram,#Education,Post,UK,2322338,344964,48344,19822,17.78940016483389,Excellent
2023-01-03,YouTube,#Challenge,Video,UK,1546514,462049,10948,5720,30.954585603492756,Excellent
2023-12-22,Instagram,#Dance,Post,Japan,3236693,354205,98081,45380,15.375755439270886,Excellent
2023-11-13,TikTok,#Comedy,Post,Canada,1733587,64486,7705,46480,6.845402047892607,Excellent
2023-06-28,Instagram,#Viral,Video,Australia,2948068,200500,50312,4179,8.649427353778814,Excellent
2023-06-29,TikTok,#Dance,Video,Australia,892935,148751,17295,25141,21.4110769540896,Excellent
2022-12-10,Twitter,#Tech,Video,USA,4274005,260121,42176,33715,7.86175963762326,Excellent
2022-11-28,Instagram,#Music,Video,Canada,1405829,228388,4628,10107,17.29392408322776,Excellent
2022-04-08,Twitter,#Tech,Tweet,Brazil,1357441,388944,62108,22302,34.87105516924861,Excellent
2022-09-17,Instagram,#Fitness,Post,Germany,613581,340814,15805,34558,63.75311491066379,Excellent
2022-05-24,TikTok,#Fitness,Video,Brazil,4155659,447547,81762,7354,12.914028797839283,Excellent
2023-11-24,YouTube,#Education,Reel,Japan,3146159,128178,52353,48139,7.268227702414277,Excellent
2022-08-16,TikTok,#Fitness,Live Stream,Canada,4561998,433892,13968,41674,10.730692998988602,Excellent
2022-09-09,TikTok,#Comedy,Video,Canada,1258147,114548,75062,5195,15.483484839211952,Excellent
2023-07-23,YouTube,#Fitness,Live Stream,Japan,759304,289598,90867,28354,53.84128096256572,Excellent
2022-08-02,TikTok,#Fitness,Video,USA,4035840,146142,67286,46736,6.44634078655249,Excellent
2022-05-03,TikTok,#Viral,Live Stream,Australia,473117,177746,40508,10764,48.4062081895176,Excellent
2023-01-18,YouTube,#Tech,Reel,Canada,3837701,34026,11671,48725,2.460379273945521,Average
2022-10-24,YouTube,#Dance,Tweet,Canada,3940029,37059,29642,26332,2.3612262752380757,Average
2023-09-19,Instagram,#Viral,Live Stream,Brazil,3442649,448032,36711,48874,15.500186048592232,Excellent
2022-07-17,Twitter,#Challenge,Live Stream,Australia,3922748,50348,92144,19648,4.133326943255086,High
2023-09-26,TikTok,#Education,Video,Japan,4326820,253332,19538,26317,6.914708723727818,Excellent
2023-08-10,TikTok,#Dance,Post,Brazil,2075502,161209,47279,11783,10.612902324353337,Excellent
2022-04-10,YouTube,#Viral,Reel,USA,3709713,180551,28942,24102,6.29684830066369,Excellent
2022-08-29,YouTube,#Fitness,Live Stream,UK,318153,139099,36928,11688,59.001486706081664,Excellent
2023-05-21,YouTube,#Fitness,Tweet,Australia,2662851,13209,44256,42595,3.7576266940959147,High
2023-11-30,YouTube,#Gaming,Video,Brazil,2035129,76855,3962,13400,4.629534540562293,High
2022-03-19,Twitter,#Music,Tweet,UK,2722178,260133,32788,48301,12.534889342284009,Excellent
2023-05-21,YouTube,#Comedy,Tweet,UK,4242550,489296,20200,6399,12.160021685071479,Excellent
2022-10-23,TikTok,#Fashion,Shorts,USA,4255337,236358,81105,43056,8.472160959284777,Excellent
2023-05-13,Twitter,#Viral,Post,Brazil,817713,125792,35355,5263,20.350660928712152,Excellent
2022-11-25,TikTok,#Education,Post,UK,4266731,179238,79039,23497,6.603978549385935,Excellent
2023-10-16,YouTube,#Viral,Reel,UK,605016,73596,29486,22879,20.819449402990994,Excellent
2022-10-29,Instagram,#Fashion,Post,Brazil,3344955,143212,81068,21258,7.340547182249088,Excellent
2023-09-16,YouTube,#Challenge,Live Stream,Australia,2300705,446587,11396,12186,20.435866397473816,Excellent
2022-12-03,Twitter,#Dance,Video,Germany,4408711,139162,18328,10579,3.8122027050536995,High
2023-12-08,TikTok,#Comedy,Shorts,UK,2477355,23223,33471,36225,3.750734149930066,High
2022-10-25,TikTok,#Music,Live Stream,USA,4096582,238913,3420,3568,6.002589475811786,Excellent
2023-04-11,YouTube,#Dance,Shorts,Japan,4565439,476755,54497,22930,12.13863551785491,Excellent
2023-04-19,Twitter,#Fashion,Shorts,Germany,1732712,285823,25043,11214,18.588201616887286,Excellent
2023-07-18,Instagram,#Music,Video,Japan,1701847,238397,68324,48745,20.88707151700476,Excellent
2023-03-07,YouTube,#Tech,Video,USA,2814866,139885,84439,16571,8.55795622242764,Excellent
2022-11-08,TikTok,#Comedy,Tweet,UK,2686688,125458,61845,23713,7.854131183077455,Excellent
2023-10-31,Twitter,#Gaming,Video,UK,2008812,332179,99793,24661,22.731495032885107,Excellent
2023-08-30,YouTube,#Music,Live Stream,India,850783,352600,91742,39257,56.84163881976956,Excellent
2023-10-12,Twitter,#Fitness,Post,India,4859286,76757,34856,6594,2.4326001803557147,Average
2023-02-14,Twitter,#Tech,Live Stream,Japan,2208731,195436,5790,30276,10.481222022962507,Excellent
2023-07-15,YouTube,#Fashion,Live Stream,Canada,3095698,281026,51194,24140,11.511458805090161,Excellent
2022-12-03,TikTok,#Challenge,Tweet,India,3286984,1798,28963,13208,1.3376700342928352,Average
2022-01-18,TikTok,#Dance,Post,USA,2733478,3680,33180,30497,2.4641500681549293,Average
2022-04-18,Instagram,#Tech,Post,USA,4362872,32587,30482,33951,2.22376452942007,Average
2022-08-10,Twitter,#Comedy,Video,Australia,3240506,232341,34519,4817,8.38378327335299,Excellent
2022-02-04,Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179,32.73791856080926,Excellent
2023-03-27,TikTok,#Gaming,Post,Canada,4946196,461146,10852,17039,9.887133465798767,Excellent
2022-05-25,Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671,48.5205810935042,Excellent
2022-02-24,Twitter,#Education,Live Stream,Brazil,3182419,121908,83869,6234,6.661944891606039,Excellent
2023-06-13,TikTok,#Tech,Live Stream,Canada,4102194,444079,97665,1596,13.245107374248999,Excellent
2023-06-12,TikTok,#Tech,Reel,USA,1319472,32148,99138,25453,11.87891823396025,Excellent
2023-03-09,TikTok,#Tech,Shorts,Germany,525914,279869,61693,25627,69.81920998490247,Excellent
2022-11-27,YouTube,#Gaming,Video,India,563236,178212,62933,8833,44.38246134835131,Excellent
2023-12-24,YouTube,#Gaming,Post,India,1245756,352809,22951,43886,33.6860508799476,Excellent
2022-02-08,Twitter,#Comedy,Live Stream,Japan,3943854,347679,53248,44137,11.285001929584615,Excellent
2023-04-13,Instagram,#Dance,Post,India,2146139,401975,20858,4445,19.909148475471532,Excellent
2022-12-20,Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420,9.527780497439204,Excellent
2022-04-15,TikTok,#Education,Live Stream,Germany,3441323,55352,47464,41887,4.20486539624441,High
2023-12-13,TikTok,#Tech,Tweet,UK,4582065,146904,82138,15494,5.336807749344455,High
2022-07-11,YouTube,#Challenge,Reel,India,2578640,495952,58968,33480,22.818229764527036,Excellent
2023-09-15,YouTube,#Fitness,Live Stream,Japan,1526385,275820,95119,19416,25.573823118020684,Excellent
2022-02-10,YouTube,#Music,Tweet,Brazil,4796425,175643,16858,15832,4.343505840287297,High
2023-01-25,Twitter,#Challenge,Shorts,Brazil,1942922,324782,96016,4903,21.910349463334093,Excellent
2022-02-13,Twitter,#Education,Live Stream,USA,2440898,97022,53393,23879,7.140568757891563,Excellent
2023-05-08,YouTube,#Dance,Shorts,Canada,2902169,40168,30404,37118,3.710672948405141,High
2022-10-19,Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774,4.115001152679527,High
2023-07-04,YouTube,#Fashion,Reel,India,543029,255089,39969,49268,63.40839991970962,Excellent
2023-10-21,TikTok,#Tech,Reel,USA,4712590,44050,5528,2830,1.11208486203977,Average
2023-10-25,YouTube,#Education,Post,Australia,1948457,307603,61207,21856,20.050019066368925,Excellent
2022-04-22,YouTube,#Comedy,Video,USA,4175263,496838,46286,34236,13.828110947741495,Excellent
2023-06-18,YouTube,#Dance,Shorts,Japan,505897,69692,70459,38026,35.22001514142207,Excellent
2023-04-28,Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220,8.50767914891323,Excellent
2022-04-10,YouTube,#Comedy,Live Stream,Japan,214707,32747,4622,33723,33.1111701062378,Excellent
2022-04-06,Twitter,#Fitness,Post,India,4161514,359846,61977,23808,10.708386418981169,Excellent
2022-10-14,TikTok,#Fitness,Video,Japan,768809,305597,53014,10251,47.97836653837299,Excellent
2023-06-26,Twitter,#Tech,Video,Germany,346243,213568,32066,21596,77.17989966584162,Excellent
2023-02-13,YouTube,#Music,Shorts,Japan,4836757,120548,53748,41875,4.469337616092766,High
2022-06-10,YouTube,#Fashion,Shorts,UK,2808352,305676,67194,12665,13.728158008682673,Excellent
2023-09-21,Twitter,#Music,Reel,Brazil,4234852,441763,94039,29781,13.355437214807035,Excellent
2023-11-04,YouTube,#Fitness,Shorts,USA,4127405,239815,25258,35670,7.286491148796884,Excellent
2023-10-07,Twitter,#Gaming,Video,Canada,1216902,215326,38685,19354,22.46401107073536,Excellent
2022-07-26,YouTube,#Education,Post,India,1770791,26696,32378,46190,5.9444621076117965,High
2022-11-12,Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087,4.88369339917883,High
2023-09-08,Twitter,#Fashion,Tweet,USA,2026275,482032,30952,49065,27.73804148005577,Excellent
2022-08-28,YouTube,#Music,Reel,Japan,3097544,379276,56939,29025,15.0196413674834,Excellent
2022-04-07,YouTube,#Challenge,Video,Germany,2422829,415554,78181,4782,20.57582272624275,Excellent
2023-09-27,YouTube,#Viral,Shorts,Australia,438427,126928,58094,43338,52.086208194294606,Excellent
2023-06-14,TikTok,#Dance,Post,Germany,3605374,497611,39201,48381,16.231131638492982,Excellent
2023-07-12,TikTok,#Fitness,Reel,Brazil,914192,361829,86970,47559,54.294721458949546,Excellent
2023-05-28,Instagram,#Dance,Post,India,361268,1264,42106,23444,18.494303398031377,Excellent
2023-10-30,YouTube,#Dance,Tweet,USA,2198773,238287,14975,3626,11.683243336169765,Excellent
2023-05-30,Instagram,#Fitness,Tweet,Australia,2491489,57916,10858,37910,4.281937427779131,High
2023-05-08,Twitter,#Music,Reel,India,3285708,265284,24271,48485,10.288193594805138,Excellent
2022-03-01,Twitter,#Dance,Video,Germany,2259868,391879,39814,13064,19.68066276437385,Excellent
2022-05-15,YouTube,#Fashion,Reel,Australia,4450867,288044,68728,4668,8.120665029981799,Excellent
2023-09-04,Instagram,#Education,Tweet,Germany,1879192,424410,46366,12399,25.711848496587898,Excellent
2023-04-17,Instagram,#Fitness,Video,Germany,3263236,473992,14768,33422,16.001968598041945,Excellent
2022-04-10,YouTube,#Tech,Post,Australia,3187431,213853,79215,5229,9.358539839764376,Excellent
2022-01-21,TikTok,#Gaming,Shorts,USA,602303,120883,23532,39303,30.502587568051297,Excellent
2022-03-12,YouTube,#Tech,Shorts,USA,4478244,281987,64590,9007,7.9402551535825205,Excellent
2023-05-10,Twitter,#Education,Live Stream,Japan,4452133,482377,62652,30779,12.933306350012455,Excellent
2023-06-29,Twitter,#Tech,Live Stream,Canada,3066410,323731,1254,15271,11.09623305428824,Excellent
2023-03-13,Twitter,#Education,Live Stream,India,4863626,161724,81649,48891,6.009179159746247,Excellent
2023-05-30,TikTok,#Comedy,Video,Japan,979723,43080,98064,14316,15.867750374340503,Excellent
2022-04-06,TikTok,#Dance,Tweet,UK,3305011,32506,56465,32043,3.661530929851671,High
2023-12-01,YouTube,#Challenge,Shorts,Brazil,4856083,6461,96437,22112,2.574297020870525,Average
2023-11-20,TikTok,#Comedy,Live Stream,Australia,3512498,38120,22702,22430,2.370165050627787,Average
2023-11-06,YouTube,#Dance,Video,Brazil,1807869,213478,90965,43355,19.23800894865723,Excellent
2022-11-06,YouTube,#Tech,Reel,Brazil,4398694,322036,76714,7781,9.242084127697902,Excellent
2022-06-13,Instagram,#Fashion,Video,India,935217,284958,36811,25488,37.13116848816906,Excellent
2022-05-04,YouTube,#Music,Tweet,Japan,551999,299852,90557,24071,75.08709254908071,Excellent
2022-11-17,YouTube,#Dance,Video,Canada,2737428,46704,73226,34532,5.642595896586138,High
2022-08-04,Instagram,#Dance,Reel,UK,4356395,367535,89909,10900,10.750723935731264,Excellent
2023-04-21,TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504,5.083736240909409,High
2023-05-15,Instagram,#Dance,Video,USA,2561366,461768,60001,21753,21.220005262816795,Excellent
2023-04-01,YouTube,#Comedy,Live Stream,Canada,1756972,248744,42345,6998,16.96595051030978,Excellent
2022-11-30,Twitter,#Comedy,Tweet,Australia,4840021,49033,50170,13175,2.3218494299921426,Average
2022-01-12,Instagram,#Tech,Post,UK,3346455,381718,62877,20046,13.884573376901827,Excellent
2022-12-08,Instagram,#Gaming,Reel,India,1067477,59345,84587,49878,18.15589469374984,Excellent
2022-08-17,YouTube,#Challenge,Video,UK,2877495,216913,25906,12302,8.866079697792697,Excellent
